country_name,country_code,year,financial_normalized_final,indicator_status
Armenia,ARM,2018,0.40190320,"Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost | Inflation: Price Stable | GDP: Growing Economy"
Armenia,ARM,2019,0.41296424,"GDP: Growing Economy | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable"
Armenia,ARM,2020,0.39732892,"Inflation: Price Stable | Interest Rate: High Cost | GDP: Weak Economy | Private Credit: Weak | Private Credit: Weak"
Armenia,ARM,2021,0.41635833,"Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost | Inflation: Price Stable | GDP: Growing Economy"
Armenia,ARM,2022,0.41998463,"GDP: Growing Economy | Inflation: Price Stable | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak"
Armenia,ARM,2023,0.40999533,"Interest Rate: High Cost | Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak"
Armenia,ARM,2024,0.41467138,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | Interest Rate: High Cost | GDP: Growing Economy"
Aruba,ABW,2015,0.13416853,"GDP: Growing Economy"
Aruba,ABW,2016,0.12866394,"GDP: Growing Economy"
Aruba,ABW,2017,0.13389099,"GDP: Growing Economy"
Aruba,ABW,2018,0.13324339,"GDP: Growing Economy"
Aruba,ABW,2019,0.12866394,"GDP: Growing Economy"
Aruba,ABW,2020,0.07054198,"GDP: Weak Economy"
Aruba,ABW,2021,0.15988744,"GDP: Growing Economy"
Aruba,ABW,2022,0.15042788,"GDP: Growing Economy"
Aruba,ABW,2023,0.14365122,"GDP: Growing Economy"
Aruba,ABW,2024,0.14156966,"GDP: Growing Economy"
Australia,AUS,2015,0.46215987,"GDP: Growing Economy | Private Credit: Average | Private Credit: Average | Inflation: Price Stable"
Australia,AUS,2016,0.47250501,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Average | Private Credit: Average"
Australia,AUS,2017,0.46836016,"Private Credit: Average | Private Credit: Average | GDP: Growing Economy | Inflation: Price Stable"
Australia,AUS,2018,0.46885811,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Average | Private Credit: Average"
Australia,AUS,2019,0.46200799,"Private Credit: Average | Private Credit: Average | GDP: Growing Economy | Inflation: Price Stable"
Australia,AUS,2020,0.46542214,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Average | Private Credit: Average"
Australia,AUS,2021,0.46487271,"Private Credit: Average | Private Credit: Average | GDP: Growing Economy | Inflation: Price Stable"
Australia,AUS,2022,0.46201037,"GDP: Growing Economy | Private Credit: Average | Private Credit: Average | Inflation: Price Stable"
Australia,AUS,2023,0.45143482,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Average | Private Credit: Average"
Australia,AUS,2024,0.45057891,"Private Credit: Average | Private Credit: Average | GDP: Growing Economy | Inflation: Price Stable"
Austria,AUT,2015,0.39091229,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable"
Austria,AUT,2016,0.38880026,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak"
Austria,AUT,2017,0.39031122,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy"
Austria,AUT,2018,0.39099645,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable"
Austria,AUT,2019,0.39151509,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak"
Austria,AUT,2020,0.38241075,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Weak Economy"
Austria,AUT,2021,0.40788980,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable"
Austria,AUT,2022,0.40116555,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak"
Austria,AUT,2023,0.38014194,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable"
Austria,AUT,2024,0.37902440,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak"
Azerbaijan,AZE,2015,0.29535790,"Inflation: Price Stable | Interest Rate: High Cost | GDP: Growing Economy"
Azerbaijan,AZE,2016,0.31519909,"Inflation: Price Stable | Interest Rate: High Cost"
Azerbaijan,AZE,2017,0.32391931,"Interest Rate: High Cost | GDP: Growing Economy | Inflation: Price Stable"
Azerbaijan,AZE,2018,0.32586288,"Inflation: Price Stable | Interest Rate: High Cost | GDP: Growing Economy"
Azerbaijan,AZE,2019,0.31271156,"GDP: Growing Economy | Inflation: Price Stable | Interest Rate: High Cost"
Azerbaijan,AZE,2020,0.28634221,"Interest Rate: High Cost | GDP: Weak Economy | Inflation: Price Stable"
Azerbaijan,AZE,2021,0.34435320,"Inflation: Price Stable | Interest Rate: Normal Cost | GDP: Growing Economy"
Azerbaijan,AZE,2022,0.35409338,"GDP: Growing Economy | Inflation: Price Stable | Interest Rate: Normal Cost"
Azerbaijan,AZE,2023,0.29805073,"Inflation: Price Stable | Interest Rate: High Cost | GDP: Growing Economy"
Azerbaijan,AZE,2024,0.31800530,"GDP: Growing Economy | Inflation: Price Stable | Interest Rate: High Cost"
"Bahamas, The",BHS,2015,0.33097839,"Interest Rate: High Cost | Inflation: Price Stable | GDP: Growing Economy"
"Bahamas, The",BHS,2016,0.32253276,"GDP: Growing Economy | Interest Rate: High Cost | Inflation: Price Stable"
"Bahamas, The",BHS,2017,0.33265188,"Inflation: Price Stable | GDP: Growing Economy | Interest Rate: High Cost"
"Bahamas, The",BHS,2018,0.32918176,"Interest Rate: High Cost | Inflation: Price Stable | GDP: Growing Economy"
"Bahamas, The",BHS,2019,0.32617253,"GDP: Growing Economy | Interest Rate: High Cost | Inflation: Price Stable"
"Bahamas, The",BHS,2020,0.27435405,"Inflation: Price Stable | GDP: Weak Economy | Interest Rate: High Cost"
"Bahamas, The",BHS,2021,0.36182452,"Interest Rate: High Cost | Inflation: Price Stable | GDP: Growing Economy"
"Bahamas, The",BHS,2022,0.35171737,"GDP: Growing Economy | Interest Rate: High Cost | Inflation: Price Stable"
"Bahamas, The",BHS,2023,0.33739433,"Interest Rate: Normal Cost | Inflation: Price Stable | GDP: Growing Economy"
"Bahamas, The",BHS,2024,0.33180263,"GDP: Growing Economy | Interest Rate: High Cost | Inflation: Price Stable"
Bahrain,BHR,2015,0.27621399,"GDP: Growing Economy | Inflation: Price Stable"
Bahrain,BHR,2016,0.27886128,"Inflation: Price Stable | GDP: Growing Economy"
Bahrain,BHR,2017,0.28203324,"GDP: Growing Economy | Inflation: Price Stable"
Bahrain,BHR,2018,0.27505831,"Inflation: Price Stable | GDP: Growing Economy"
Bahrain,BHR,2019,0.27547126,"GDP: Growing Economy | Inflation: Price Stable"
Bahrain,BHR,2020,0.25833422,"Inflation: Price Stable | GDP: Weak Economy"
Bahrain,BHR,2021,0.28141025,"GDP: Growing Economy | Inflation: Price Stable"
Bahrain,BHR,2022,0.28402156,"Inflation: Price Stable | GDP: Growing Economy"
Bahrain,BHR,2023,0.28006320,"GDP: Growing Economy | Inflation: Price Stable"
Bahrain,BHR,2024,0.27677774,"Inflation: Price Stable | GDP: Growing Economy"
Bangladesh,BGD,2015,0.39302979,"Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Interest Rate: High Cost"
Bangladesh,BGD,2016,0.40806221,"Interest Rate: Normal Cost | Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak"
Bangladesh,BGD,2017,0.38919790,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | Interest Rate: High Cost | GDP: Growing Economy"
Bangladesh,BGD,2018,0.39111540,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost"
Bangladesh,BGD,2019,0.38854688,"Interest Rate: High Cost | Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak"
Bangladesh,BGD,2020,0.38011134,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | Interest Rate: High Cost | GDP: Growing Economy"
Bangladesh,BGD,2021,0.38956366,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost"
Bangladesh,BGD,2022,0.39026329,"Interest Rate: High Cost | Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak"
Bangladesh,BGD,2023,0.38611263,"Interest Rate: High Cost | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy"
Bangladesh,BGD,2024,0.37714472,"GDP: Growing Economy | Inflation: Price Stable | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak"
Barbados,BRB,2015,0.12311310,"GDP: Growing Economy"
Barbados,BRB,2016,0.12928841,"GDP: Growing Economy"
Barbados,BRB,2017,0.12746126,"GDP: Growing Economy"
Barbados,BRB,2018,0.12285868,"GDP: Growing Economy"
Barbados,BRB,2019,0.12635109,"GDP: Growing Economy"
Barbados,BRB,2020,0.09260658,"GDP: Weak Economy"
Barbados,BRB,2021,0.12558785,"GDP: Growing Economy"
Barbados,BRB,2022,0.16566957,"GDP: Growing Economy"
Barbados,BRB,2023,0.13254953,"GDP: Growing Economy"
Barbados,BRB,2024,0.13155501,"GDP: Growing Economy"
Belarus,BLR,2015,0.31269209,"GDP: Weak Economy | Inflation: Price Stable | Interest Rate: High Cost"
Belarus,BLR,2016,0.31181215,"Interest Rate: High Cost | Inflation: Price Stable"
Belarus,BLR,2017,0.33125700,"Inflation: Price Stable | Interest Rate: High Cost | GDP: Growing Economy"
Belarus,BLR,2018,0.33791719,"GDP: Growing Economy | Inflation: Price Stable | Interest Rate: Normal Cost"
Belarus,BLR,2019,0.32956599,"Interest Rate: High Cost | GDP: Growing Economy | Inflation: Price Stable"
Belarus,BLR,2020,0.32819154,"Inflation: Price Stable | Interest Rate: Normal Cost | GDP: Growing Economy"
Belarus,BLR,2021,0.33624512,"GDP: Growing Economy | Inflation: Price Stable | Interest Rate: Normal Cost"
Belarus,BLR,2022,0.31449634,"Inflation: Price Stable | GDP: Weak Economy"
Belarus,BLR,2023,0.33437583,"GDP: Growing Economy | Inflation: Price Stable | Interest Rate: High Cost"
Belarus,BLR,2024,0.33455764,"Interest Rate: High Cost | Inflation: Price Stable | GDP: Growing Economy"
Belgium,BEL,2015,0.35533805,"Private Credit: Weak | GDP: Growing Economy | Private Credit: Weak | Inflation: Price Stable"
Belgium,BEL,2016,0.35812148,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak"
Belgium,BEL,2017,0.36112941,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy"
Belgium,BEL,2018,0.36609250,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable"
Belgium,BEL,2019,0.36929629,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak"
Belgium,BEL,2020,0.36237321,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Weak Economy"
Belgium,BEL,2021,0.38531424,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable"
Belgium,BEL,2022,0.37425322,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak"
Belgium,BEL,2023,0.36649732,"GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable"
Belgium,BEL,2024,0.36370377,"Inflation: Price Stable | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak"
Belize,BLZ,2015,0.38307095,"Inflation: Price Stable | Interest Rate: High Cost | Private Credit: Weak | GDP: Growing Economy | Private Credit: Weak"
Belize,BLZ,2016,0.37799826,"GDP: Growing Economy | Interest Rate: High Cost | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak"
Belize,BLZ,2017,0.37471204,"Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost | GDP: Growing Economy | Inflation: Price Stable"
Belize,BLZ,2018,0.37912434,"Inflation: Price Stable | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy"
Belize,BLZ,2019,0.38786721,"GDP: Growing Economy | Interest Rate: High Cost | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak"
Belize,BLZ,2020,0.35936128,"Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost | GDP: Weak Economy | Inflation: Price Stable"
Belize,BLZ,2021,0.42234015,"Inflation: Price Stable | Interest Rate: High Cost | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy"
Belize,BLZ,2022,0.40172417,"GDP: Growing Economy | Interest Rate: High Cost | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak"
Belize,BLZ,2023,0.38100478,"Inflation: Price Stable | Interest Rate: High Cost | GDP: Growing Economy | Private Credit: Weak | Private Credit: Weak"
Belize,BLZ,2024,0.38100034,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | Interest Rate: High Cost | GDP: Growing Economy"
Benin,BEN,2015,0.29415491,"Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak"
Benin,BEN,2016,0.29919096,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy"
Benin,BEN,2017,0.30299547,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak"
Benin,BEN,2018,0.30528057,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy"
Benin,BEN,2019,0.30695716,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak"
Benin,BEN,2020,0.29618248,"Private Credit: Weak | Private Credit: Weak | Inflation: Price Stable | GDP: Growing Economy"
Benin,BEN,2021,0.30440166,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak"
Benin,BEN,2022,0.30456812,"Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy | Inflation: Price Stable"
Benin,BEN,2023,0.30639379,"Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy"
Benin,BEN,2024,0.31006296,"GDP: Growing Economy | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak"
Bermuda,BMU,2015,0.12762316,"GDP: Growing Economy"
Bermuda,BMU,2016,0.12429265,"GDP: Growing Economy"
Bermuda,BMU,2017,0.13416853,"GDP: Growing Economy"
Bermuda,BMU,2018,0.12482461,"GDP: Growing Economy"
Bermuda,BMU,2019,0.12653612,"GDP: Growing Economy"
Bermuda,BMU,2020,0.11002236,"GDP: Weak Economy"
Bermuda,BMU,2021,0.13648138,"GDP: Growing Economy"
Bermuda,BMU,2022,0.14080641,"GDP: Growing Economy"
Bermuda,BMU,2023,0.13719837,"GDP: Growing Economy"
Bermuda,BMU,2024,0.13962686,"GDP: Growing Economy"
Bhutan,BTN,2015,0.24312950,"Private Credit: Weak | Inflation: Price Stable | Private Credit: Weak | Interest Rate: High Cost"
Bhutan,BTN,2016,0.24780606,"Interest Rate: High Cost | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak"
Bhutan,BTN,2017,0.25328732,"Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost | Inflation: Price Stable"
Bhutan,BTN,2018,0.25953219,"Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost"
Bhutan,BTN,2019,0.26843787,"Interest Rate: High Cost | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak"
Bhutan,BTN,2020,0.28155785,"Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost | Inflation: Price Stable"
Bhutan,BTN,2021,0.28014606,"Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost"
Bhutan,BTN,2022,0.28262320,"Interest Rate: High Cost | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak"
Bhutan,BTN,2023,0.28846201,"Interest Rate: High Cost | Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak"
Bhutan,BTN,2024,0.26379884,"Private Credit: Weak | Private Credit: Weak | Interest Rate: High Cost | Inflation: Price Stable"
Bolivia,BOL,2015,0.34867691,"Private Credit: Weak | GDP: Growing Economy | Private Credit: Weak | Inflation: Price Stable"
Bolivia,BOL,2016,0.35584826,"Inflation: Price Stable | Private Credit: Weak | Private Credit: Weak | GDP: Growing Economy"
