order_id,product_count
2279119,4
1774430,4
2167378,4
693957,4
828677,4
2869944,4
2225594,4
1037785,4
2999801,4
1885666,4
1806883,4
854710,4
503626,4
173090,4
1271619,4
3139050,4
2249712,4
534198,4
405725,4
1797181,4
2976272,4
2288177,4
835329,4
669181,4
3234931,4
2356309,4
1314220,4
1033216,4
1631304,4
3261960,4
2935178,4
2738853,4
1133722,4
1949878,4
1938779,4
2944639,4
40539,4
3056927,4
1698395,4
403562,4
567525,4
705071,4
2794202,4
3249789,4
1097445,4
678510,4
3391277,4
550985,4
3107480,4
1865954,4
604216,4
2470183,4
1986344,4
3112436,4
634201,4
2732183,4
372815,4
2195359,4
1620254,4
515234,4
2330451,4
3285609,4
963966,4
338114,4
2209748,4
898543,4
1294691,4
2767642,4
1571588,4
467558,4
405267,4
2501816,4
1510598,4
2416982,4
1384942,4
1200142,4
1204890,4
1982779,4
1549889,4
360409,4
104100,4
2936539,4
859538,4
2764066,4
1066058,4
495609,4
1270551,4
1120462,4
2405575,4
522992,4
1946255,4
3228969,4
40467,4
1744284,4
746372,4
1128226,4
1954333,4
2643149,4
896665,4
2496890,4
3203892,4
1725738,4
341936,4
1189474,4
1332294,4
1397805,4
562314,4
1302027,4
2106767,4
178964,4
1820664,4
3006271,4
2350943,4
2104911,4
1659527,4
464069,4
2880434,4
2695351,4
2528372,4
2062414,4
1835471,4
2397260,4
3189946,4
1961363,4
16971,4
272189,4
1500755,4
2142020,4
1520526,4
2198986,4
641135,4
1945290,4
1773815,4
1758706,4
485740,4
3214802,4
2291150,4
2419079,4
2868073,4
458343,4
1705139,4
703753,4
2838957,4
941766,4
1080590,4
2664969,4
1208710,4
249113,4
1753271,4
692409,4
1966297,4
1727438,4
2587056,4
957605,4
2336681,4
3407338,4
2173903,4
2275215,4
1458063,4
2545725,4
567471,4
1837519,4
702526,4
1613915,4
1295091,4
700696,4
1156295,4
1209359,4
258828,4
256108,4
761410,4
1350382,4
832743,4
2604284,4
883446,4
2501674,4
616576,4
202901,4
3259611,4
2134602,4
1787265,4
1373785,4
2138463,4
1044941,4
3081856,4
1900525,4
729914,4
1982835,4
699251,4
1087367,4
2746224,4
2043980,4
2729973,4
2795360,4
1068610,4
1096766,4
1854074,4
2542025,4
2565520,4
1947458,4
1593070,4
1204082,4
1900125,4
634856,4
2821326,4
594318,4
912036,4
2390953,4
531399,4
1615628,4
416630,4
1470981,4
3185307,4
1568596,4
2044670,4
866001,4
3285091,4
1520769,4
487911,4
2269025,4
2730710,4
783632,4
679111,4
724656,4
1378085,4
2545011,4
108092,4
3346755,4
514984,4
2242510,4
2687578,4
336411,4
1670269,4
2414809,4
2328742,4
1468804,4
1871223,4
1599227,4
3097879,4
2688721,4
2053195,4
3007378,4
487618,4
1319792,4
2366503,4
741161,4
2356089,4
1355797,4
3157708,4
2612369,4
181135,4
3392087,4
919654,4
225974,4
3219011,4
2055805,4
1735878,4
1497430,4
1879241,4
846467,4
618010,4
3163265,4
2123559,4
2847040,4
1785193,4
487367,4
2381108,4
1983203,4
260841,4
3020647,4
452698,4
1703415,4
3036151,4
1605011,4
37592,4
747612,4
1893277,4
1618889,4
3004231,3
116102,3
2046036,3
904678,3
3229041,3
705842,3
1986794,3
271142,3
3419057,3
1469478,3
872197,3
247935,3
79730,3
1624904,3
2819322,3
51436,3
563581,3
82674,3
3413236,3
677331,3
754133,3
2957285,3
535817,3
1746312,3
2465854,3
341301,3
3308122,3
749414,3
271724,3
341371,3
676674,3
1498361,3
1234740,3
2860743,3
3278378,3
1881837,3
3374267,3
720689,3
1066779,3
846677,3
1396151,3
1449139,3
1606196,3
1645160,3
3419797,3
239746,3
2693050,3
1124419,3
2627884,3
655923,3
829552,3
43505,3
2283210,3
2219700,3
2203501,3
707613,3
338289,3
2484190,3
1137892,3
3407386,3
3049263,3
2938572,3
2810694,3
2185899,3
3113186,3
1116383,3
1433423,3
3158255,3
524463,3
1114673,3
777549,3
782325,3
3262479,3
2878123,3
3158742,3
1526780,3
20834,3
2827579,3
1043310,3
898165,3
2093222,3
1597841,3
533044,3
1096404,3
819826,3
2499374,3
1497,3
1259974,3
324739,3
1917973,3
3046125,3
2882624,3
2501748,3
189518,3
1408838,3
2193049,3
2724690,3
1590311,3
1302568,3
912316,3
205797,3
2849568,3
1155585,3
1416810,3
96343,3
2072176,3
1187383,3
1221701,3
1778412,3
976575,3
1856883,3
1363509,3
1653395,3
802940,3
3395048,3
3025006,3
1878146,3
3006270,3
2439297,3
3148039,3
430378,3
936280,3
1039629,3
2533029,3
3106682,3
2930435,3
1795275,3
3244245,3
753799,3
1211160,3
3406273,3
1546484,3
1467793,3
2558745,3
2106585,3
2673547,3
1577551,3
808256,3
3263341,3
2075009,3
1284110,3
2476486,3
2897078,3
2233856,3
3398533,3
2035618,3
1366853,3
2347671,3
561509,3
1589841,3
3007268,3
3411631,3
2892632,3
2730647,3
749465,3
2164289,3
1965033,3
2592161,3
1542127,3
3055675,3
2118879,3
2114355,3
2921301,3
841750,3
2343733,3
3379522,3
2354160,3
919413,3
557105,3
1734749,3
83267,3
1622820,3
2035801,3
76576,3
2125760,3
677729,3
961435,3
2029696,3
898874,3
2355492,3
1317232,3
1200905,3
2806323,3
1908309,3
568529,3
2643757,3
2473520,3
836937,3
2430616,3
621736,3
2263799,3
1834831,3
2010625,3
2542844,3
3183666,3
2926893,3
290051,3
1974015,3
916288,3
347179,3
1421370,3
1297423,3
1033823,3
1881480,3
3236371,3
2860361,3
2659421,3
1306451,3
2886608,3
3064508,3
2566908,3
1549308,3
2315992,3
1313479,3
2907481,3
2943262,3
138444,3
2349501,3
2108774,3
1343691,3
2991262,3
2811753,3
1685151,3
151211,3
273764,3
1329046,3
2121309,3
996448,3
1267276,3
3371288,3
3003253,3
2759993,3
2524226,3
2305273,3
1459997,3
1042390,3
474761,3
2447856,3
2272317,3
2735850,3
2636137,3
573540,3
1652210,3
1287148,3
751777,3
1256922,3
3129332,3
2851340,3
155360,3
1446927,3
3314447,3
487360,3
3056674,3
2769925,3
1918475,3
2876196,3
3096236,3
3023200,3
2348775,3
2743234,3
26826,3
3379830,3
1950275,3
2627215,3
2727259,3
2874878,3
1012880,3
2394239,3
1046116,3
2404691,3
3045254,3
1933965,3
1251449,3
2336357,3
3409930,3
857952,3
1471709,3
2679656,3
643343,3
503869,3
1341987,3
898826,3
1386682,3
2518617,3
654781,3
1427240,3
58807,3
28210,3
158459,3
411910,3
2184614,3
1027637,3
979423,3
1331713,3
2310212,3
1843060,3
1578763,3
2255144,3
2436834,3
1280767,3
2858440,3
2155242,3
805915,3
2645926,3
3083544,3
230359,3
3032969,3
2185768,3
660038,3
2182229,3
1268863,3
25674,3
1760150,3
1421255,3
2237644,3
1913393,3
2851332,3
2172083,3
2535771,3
2118920,3
1071204,3
1415166,3
2058954,3
1144605,3
2764823,3
2757422,3
1553248,3
2168475,3
1716356,3
1367188,3
2818332,3
82551,3
1331945,3
2372366,3
2011080,3
1325118,3
3311808,3
1887424,3
1951280,3
926762,3
732214,3
1316309,3
725882,3
2953447,3
1841731,3
2444608,3
1117372,3
3005784,3
2386087,3
3119851,3
1355975,3
2471207,3
2488761,3
197780,3
1885147,3
3060680,3
485224,3
2893410,3
2822711,3
3273940,3
2052109,3
201496,3
27276,3
1397381,3
2787548,3
786972,3
1488938,3
1006582,3
697648,3
2789156,3
1720156,3
2521587,3
961971,3
2797059,3
718960,3
1973644,3
2385369,3
444284,3
135201,3
1873196,3
395375,3
2421015,3
2647424,3
625617,3
2909366,3
614926,3
1434169,3
2173100,3
291772,3
41747,3
3173538,3
1884008,3
24799,3
893067,3
1918985,3
1603413,3
3097470,3
1940957,3
1145583,3
1099064,3
636758,3
3358946,3
789799,3
202311,3
1119536,3
1365355,3
856629,3
338319,3
3283696,3
1392826,3
3034975,3
3282590,3
3032169,3
1464526,3
1698639,3
2762010,3
2011986,3
2010084,3
1740744,3
476751,3
1791610,3
1312150,3
810697,3
2755179,3
1133165,3
651012,3
1048995,3
1088053,3
2139927,3
1654448,3
724047,3
2520355,3
2480133,3
3066443,3
3161571,3
70308,3
527157,3
1518639,3
2378111,3
2077240,3
760799,3
2446468,3
1039898,3
357136,3
49538,3
786620,3
422202,3
2244568,3
1468539,3
3243932,3
1820744,3
1588148,3
1887784,3
1769895,3
1107307,3
2925581,3
248539,3
1088029,3
2288280,3
557663,3
3026749,3
893707,3
2231656,3
243436,3
1576366,3
1910669,3
839746,3
492210,3
2629652,3
2392381,3
3375911,3
888143,3
419491,3
1482748,3
2673576,3
363559,3
1894734,3
884600,3
89480,3
2891994,3
1984322,3
2390972,3
212221,3
1187869,3
703258,3
820802,3
250766,3
3170018,3
2462415,3
1776530,3
2452537,3
1390335,3
478022,3
2642246,3
2443942,3
1945118,3
2446056,3
2386029,3
3384443,3
2433589,3
270439,3
1848026,3
2067299,3
3001285,3
1608580,3
977533,3
2208080,3
502894,3
1141629,3
1245102,3
1249129,3
1148873,3
2988709,3
2771292,3
930153,3
1559074,3
3244962,3
2440390,3
1637756,3
219985,3
2788332,3
1969886,3
1511651,3
3407005,3
1141443,3
1681925,3
713930,3
3093862,3
2285615,3
2090511,3
3264635,3
2503963,3
1488810,3
877049,3
823210,3
1456239,3
1543253,3
2816185,3
1977150,3
812937,3
666530,3
1598832,3
1861857,3
1101584,3
3060730,3
625136,3
664116,3
1960640,3
788852,3
2384396,3
1920423,3
2036215,3
1353681,3
447465,3
1927869,3
223691,3
1017836,3
1899319,3
1493013,3
508805,3
2024356,3
3211926,3
2356729,3
3381274,3
2014423,3
139363,3
3216438,3
2304515,3
2635687,3
3319013,3
3152899,3
636093,3
122924,3
996103,3
2127186,3
455757,3
2753706,3
2234349,3
1988618,3
2525153,3
2172834,3
2048006,3
676879,3
2093932,3
2844813,3
1496004,3
3363420,3
638559,3
1553224,3
237611,3
2798275,3
1590953,3
1593986,3
80530,3
3046119,3
2193305,3
1874556,3
11202,3
1775037,3
3284386,3
3155309,3
296704,3
2877676,3
3122737,3
3410566,3
1809577,3
3043636,3
3317237,3
3006524,3
1463557,3
1954334,3
3274704,3
1982801,3
3062914,3
2614630,3
1361609,3
2103007,3
796255,3
2173487,3
3335389,3
2182948,3
2669586,3
1410178,3
2564587,3
1297023,3
2635786,3
511731,3
252256,3
1111612,3
1760362,3
1686172,3
3036547,3
205477,3
2634741,3
2612700,3
1480884,3
742953,3
201796,3
1423318,3
134902,3
2899099,3
2237312,3
3091704,3
2040479,3
1743224,3
831125,3
2488457,3
460536,3
1642269,3
894051,3
514927,3
1118020,3
3289360,3
1540980,3
1937796,3
3146575,3
3014586,3
1800533,3
206175,3
3228352,3
2531964,3
828432,3
98372,3
910737,3
668638,3
2585936,3
2790074,3
709900,3
2616294,3
2711290,3
1095903,3
2340016,3
1359182,3
3114707,3
1552180,3
74461,3
1481620,3
437889,3
2702077,3
763837,3
1013367,3
1706188,3
1321456,3
2617903,3
209875,3
596790,3
2915865,3
2013637,3
2744790,3
1177036,3
398475,3
1779181,3
808847,3
1574539,3
2746334,3
2806451,3
934805,3
2937606,3
2924817,3
3180042,3
1290830,3
3002555,3
2631052,3
1855563,3
2195188,3
1057876,3
3041907,3
1873227,3
2865003,3
300963,3
1706843,3
2954857,3
595535,3
404591,3
324518,3
3162143,3
356507,3
1542788,3
3092288,3
2871631,3
527823,3
1460508,3
1434489,3
428171,3
2255192,3
3364032,3
2014179,3
486052,3
2723123,3
1405540,3
1099593,3
2564844,3
1252526,3
818161,3
1734738,3
476364,3
397598,3
515125,3
2197400,3
373953,3
1302442,3
2741275,3
800007,3
2089106,3
1045330,3
285342,3
2926098,3
2227760,3
865421,3
278855,3
3202443,3
2644349,3
503502,3
1269902,3
484338,3
545405,3
1029848,3
292988,3
3345343,3
2023554,3
3232410,3
3118831,3
542416,3
2729448,3
2757797,3
3124643,3
2560416,3
2240143,3
2009976,3
2222264,3
2221055,3
1739845,3
660122,3
2054282,3
2864884,3
657125,3
653269,3
2248077,3
3061380,3
839938,3
1866197,3
1710859,3
477734,3
3335506,3
1295635,3
1112892,3
3217490,3
2601693,3
3013470,3
2629719,3
2887386,3
2135906,3
1403440,3
1631850,3
1030108,3
1833759,3
1679236,3
3232517,3
776666,3
1655800,3
827726,3
425964,3
100289,3
1820092,3
779055,3
2942752,3
1464448,3
836991,3
3352767,3
375856,3
3408529,3
1892474,3
524703,3
2246762,3
212679,3
3038671,3
2598817,3
2116914,3
704961,3
2821075,3
1912116,3
1741650,3
50007,3
1214675,3
2922568,3
3287190,3
3180665,3
1253475,3
2287514,3
324199,3
2100005,3
1623728,3
2320386,3
1503583,3
3192890,3
747649,3
582539,3
2458198,3
1249981,3
2423284,3
2344873,3
34822,3
1937491,3
2215942,3
2100886,3
2465595,3
2721466,3
2233392,3
3033691,3
1092585,3
3195282,3
2411657,3
1635669,3
1743139,3
197064,3
1978594,3
2011136,3
1967919,3
1003029,3
1965250,3
1313230,3
1612069,3
2675280,3
1824357,3
2818059,3
2697115,3
640476,3
3157496,3
515128,3
1118561,3
1226583,3
3033314,3
1398668,3
1792097,3
2187541,3
392082,3
2266974,3
238883,3
1647809,3
639274,3
549410,3
1262115,3
439870,3
3335750,3
822434,3
1807117,3
3085579,3
1616717,3
1719702,3
2975385,3
3085967,3
3024301,3
907837,3
2231826,3
2531815,3
1077860,3
2474740,3
497208,3
2627702,3
2244912,3
676616,3
2378577,3
2239292,3
2224864,3
62441,3
2450594,3
1555718,3
636031,3
1970855,3
389039,3
1859303,3
3240285,3
2234771,3
132332,3
1819124,3
2264746,3
2008481,3
1343163,3
2821729,3
2110581,3
3209553,3
1750780,3
1199859,3
758964,3
3024289,3
2867951,3
2786802,3
1744476,3
3391193,3
2376468,3
2670217,3
3034433,3
877026,3
1904476,3
1753812,3
1354684,3
905036,3
3268032,3
12104,3
2039831,3
2713182,3
1611398,3
678374,3
450588,3
3054047,3
3391568,3
411925,3
1440410,3
3001333,3
1454407,3
1373536,3
506511,3
325297,3
644283,3
753237,3
1072196,3
219412,3
2937917,3
1522281,3
500981,3
2595391,3
79077,3
3267745,3
191747,3
2671428,3
458809,3
2030752,3
2127247,3
1937442,3
1163397,3
97974,3
1972594,3
2567201,3
308077,3
885574,3
355934,3
1342496,3
1447747,3
2785822,3
1562913,3
1304706,3
1689372,3
411585,3
173124,3
904149,3
1639334,3
820546,3
2086667,3
2573200,3
837772,3
2835069,3
1821830,3
2522518,3
2966020,3
2025918,3
2774002,3
3212163,3
789955,3
1952125,3
1255865,3
2601090,3
635640,3
2304025,3
1191069,3
2444340,3
739563,3
2492208,3
2979543,3
923003,3
3049105,3
1301166,3
74851,3
1012203,3
3173787,3
2863098,3
2638486,3
1648103,3
1836047,3
557582,3
2183819,3
2792318,3
1709619,3
2656144,3
2774345,3
1259020,3
3204080,3
932989,3
2954255,3
2029279,3
1781256,3
512954,3
1248338,3
1212400,3
2066798,3
3202943,3
3215623,3
3409228,3
1590218,3
1069296,3
330122,3
503887,3
212857,3
2458889,3
454739,3
2749982,3
1057962,3
303239,3
2111152,3
1550014,3
2318707,3
443327,3
384888,3
2277124,3
1372340,3
1241097,3
2129362,3
2737040,3
1572612,3
1007670,3
1754240,3
2521118,3
1441863,3
787290,3
823338,3
1183531,3
92296,3
2145290,3
1354166,3
695159,3
2957323,3
571397,3
2735924,3
1785524,3
1595199,3
618763,3
3005853,3
3048046,3
1650330,3
760074,3
499730,3
1499343,3
823201,3
2005134,3
558858,3
298946,3
3419935,3
364111,3
2698381,3
2041741,3
624834,3
2499194,3
165708,3
1896607,3
2207256,3
1521877,3
2787492,3
2358224,3
1617272,3
3416811,3
3211680,3
1033329,3
2555189,3
2124281,3
2916685,3
3282607,3
2191014,3
2602578,3
89968,3
1386763,3
329867,3
1612728,3
1267985,3
274821,3
408137,3
688499,3
1665572,3
37836,3
1899240,3
1044426,3
541856,3
2532595,3
3017760,3
2988957,3
1595581,3
904493,3
193245,3
2562243,3
466860,3
2565563,3
2398984,3
2271061,3
1254970,3
1302525,3
1077604,3
648023,3
3235159,3
2575435,3
1744470,3
2784425,3
1434683,3
3143660,3
3219239,3
336181,3
1326053,3
2141718,3
305327,3
2846372,3
2690951,3
1991437,3
1028610,3
1932328,3
950895,3
2729642,3
3378444,3
869348,3
1656176,3
90572,3
1243606,3
160745,3
929932,3
2496994,3
1754574,3
3194079,3
1306644,3
862143,3
135629,3
3181495,3
3339503,3
3302587,3
3064862,3
1532428,3
1204637,3
883162,3
2165054,3
3174147,3
2039856,3
482945,3
1673227,3
2914112,3
842948,3
155645,3
3229567,3
466751,3
3014926,3
2880488,3
2314002,3
525201,3
563069,3
244696,3
1584195,3
3274329,3
767955,3
1821518,3
1169661,3
1890971,3
343219,3
1487553,3
2121726,3
2232063,3
1286391,3
3168063,3
303722,3
384773,3
1323278,3
1452786,3
661722,3
1320453,3
2646908,3
867340,3
3028461,3
806645,3
378095,3
2166663,3
2054901,3
747517,3
1448850,3
426286,3
1056913,3
1395010,3
1900108,3
2931927,3
1554392,3
3116662,3
816778,3
1319136,3
2357154,3
3275111,3
3007825,3
2372258,3
2756388,3
3080813,3
345163,3
1593043,3
978550,3
1087752,3
2920492,3
662113,3
815295,3
2499711,3
203909,3
3145093,3
1193894,3
1711011,3
2633782,3
3037464,3
1368400,3
2506038,3
1090435,3
3039498,3
3002515,3
1397791,3
1005106,3
2385859,3
3394513,3
1722423,3
414214,3
109704,3
1868024,3
1017258,3
580499,3
1332247,3
1853139,3
68821,3
209342,3
1545931,3
3272519,3
324133,3
2889625,3
378434,3
2637493,3
735449,3
385414,3
2018618,3
177445,3
748857,3
2589954,3
2336272,3
2066290,3
1163509,3
2992920,3
1715535,3
2086529,3
2399200,3
2584342,3
1576623,3
2913212,3
220706,3
461800,3
2126450,3
2680018,3
2925697,3
2544823,3
47784,3
681452,3
2449702,3
755399,3
1326047,3
1924690,3
2471055,3
1239522,3
1265744,3
99168,3
352281,3
209314,3
1076226,3
1880607,3
3420827,3
2512375,3
1982591,3
1088862,3
1134803,3
740978,3
1501127,3
121080,3
820273,3
138899,3
270883,3
3127849,3
2897128,3
2581229,3
2307913,3
1982325,3
2005002,3
2643382,3
771588,3
437236,3
2093544,3
2100287,3
3324117,3
2963777,3
2290290,3
1025167,3
1594055,3
1534937,3
1180559,3
2369498,3
1758482,3
561750,3
3380258,3
946097,3
863823,3
3311216,3
1255464,3
2593665,3
1451045,3
2411280,3
3225387,3
2193321,3
1520700,3
2214472,3
2430530,3
505235,3
1137037,3
2473531,3
1841834,3
451329,3
1386261,3
1866479,3
1068765,3
1187369,3
1109483,3
669886,3
3196608,3
1281638,3
1942808,3
2973236,3
1058076,3
1731128,3
2605897,3
131028,3
799653,3
1791952,3
2358864,3
885386,3
152876,3
1426351,3
1781496,3
1638873,3
2508378,3
1187736,3
2662866,3
75787,3
879176,3
1420325,3
2693605,3
3136431,3
1691297,3
13871,3
2780222,3
2802708,3
1135691,3
875897,3
2213004,3
1412374,3
1469413,3
1955177,3
3219481,3
865403,3
1374344,3
2912146,3
1795452,3
1904772,3
3036786,3
3251190,3
1637757,3
2126156,3
2356678,3
1238157,3
2524497,3
1965159,3
737242,3
3351998,3
538973,3
3051167,3
1205880,3
119811,3
2270792,3
1586561,3
2247602,3
2059780,3
2116835,3
2113108,3
341617,3
2400793,3
2501109,3
288282,3
2140448,3
198306,3
2524933,3
777343,3
1894651,3
226249,3
2979697,3
3377896,3
1375408,3
361653,3
1760660,3
2720205,3
1457523,3
2380235,3
2997503,3
121897,3
1066126,3
2924849,3
1210028,3
562731,3
628924,3
1056994,3
2803295,3
2859552,3
3345140,3
1925446,3
852069,3
3151223,3
884787,3
1137555,3
3098506,3
1941200,3
315688,3
673669,3
2100876,3
109682,3
1934389,3
1607608,3
2011791,3
2545301,3
432516,3
507422,3
1240184,3
1490937,3
1709706,3
3136745,3
2448967,3
3146110,3
3405521,3
76004,3
253415,3
1682603,3
1533851,3
2933512,3
278736,3
2212007,3
288548,3
2738857,3
2379481,3
170933,3
2850421,3
2844269,3
920530,3
3353598,3
3108137,3
2922282,3
3090581,3
1594455,3
2808311,3
3033987,3
736559,3
1457745,3
565787,3
1901595,3
535100,3
927798,3
2131397,3
2850366,3
2180267,3
2336415,3
1661444,3
106014,3
576034,3
753069,3
3153635,3
3029256,3
221839,3
2085276,3
1986839,3
2138180,3
1069766,3
1574823,3
427908,3
486334,3
1920714,3
3034868,3
25396,3
1626260,3
3322424,3
2998834,3
2736282,3
2554002,3
1434573,3
767098,3
701536,3
948373,3
2591608,3
3398709,3
467709,3
2843109,3
3147707,3
753314,3
919839,3
1274071,3
3389841,3
183854,3
535580,3
605668,3
1943208,3
1201696,3
1699238,3
1595775,3
178123,3
2987667,3
3149125,3
1542675,3
945430,3
920552,3
1337521,3
3378110,3
2624810,3
2065145,3
1112130,3
3296705,3
212624,3
2596086,3
1175973,3
1532319,3
3282405,3
3028666,3
2144119,3
2018346,3
3300876,3
2435890,3
3309869,3
1554839,3
3192929,3
2767255,3
796132,3
252334,3
1195094,3
3150827,3
2896125,3
1712946,3
60031,3
893169,3
1595752,3
1838703,3
3186902,3
677012,3
2031163,3
3294083,3
3189098,3
1071941,3
78591,3
2380264,3
1382919,3
35513,3
3393556,3
602635,3
2027019,3
2605896,3
2018478,3
3385095,3
2565327,3
846085,3
2293299,3
2454810,3
514155,3
1077733,3
661803,3
3386648,3
1742247,3
2403399,3
1647611,3
1529849,3
760104,3
1340796,3
25652,3
2131734,3
1606971,3
1398740,3
1860063,3
2710753,3
2786393,3
758717,3
227606,3
292299,3
1082370,3
300649,3
1626661,3
714663,3
3394614,3
2306280,3
2731588,3
2650808,3
3343248,3
2158894,3
739155,3
1058807,3
1848613,3
1200200,3
10229,3
1068706,3
606375,3
1864711,3
3375153,3
3227929,3
1439653,3
2059725,3
3392166,3
2019777,3
1058939,3
2817636,3
3167688,3
2155062,3
981314,3
224284,3
3110045,3
3000658,3
